acteurs,annee,description,duree,genre,langueOrigine,paysOrigine,public,realisateur,scorePresse,scoreSpectateur,title,titreOriginal
"Cailey Fleming,Ryan Reynolds,John Krasinski",8 mai 2024,"Bea, une jeune fille, découvre un jour qu'elle peut voir les amis imaginaires de tout le monde. Commence alors une aventure magique pour reconnecter chaque enfant à son ami imaginaire oublié.",104,"Aventure,Comédie,Famille,Fantastique",Anglais, U.S.A.,Tout public,John Krasinski,"3,3","3,5",Blue & Compagnie,IF
"Chiara Mastroianni,Benjamin Biolay,Catherine Deneuve",22 mai 2024,C’est l’histoire d’une femme qui s’appelle Chiara.,121,Comédie,"Français, Italien"," France, Italie",Tout public,Christophe Honoré,"3,7","3,0",Marcello Mio,
"Kristen Stewart,Katy O'Brian,Jena Malone",12 juin 2024,"Lou, gérante solitaire d'une salle de sport, tombe éperdument amoureuse de Jackie, une culturiste ambitieuse. Leur relation passionnée et explosive va les entraîner malgré elles dans une spirale de violence.",104,"Romance,Thriller",Anglais," Grande-Bretagne, U.S.A.",Interdit - 12 ans,Rose Glass,"3,7","3,4",Love Lies Bleeding,
"Austin Butler,Jodie Comer,Tom Hardy",19 juin 2024,"Dans un bar de la ville, Kathy, jeune femme au tempérament bien trempé, croise Benny, qui vient d’intégrer la bande de motards des Vandals, et tombe aussitôt sous son charme. À l’image du pays tout entier, le gang, dirigé par l’énigmatique Johnny, évolue peu à peu... Alors que les motards accueillaient tous ceux qui avaient du mal à trouver leur place dans la société, les Vandals deviennent une bande de voyous sans vergogne. Benny devra alors choisir entre Kathy et sa loyauté envers le gang.",116,"Policier,Drame",-, U.S.A.,Tout public avec avertissement,Jeff Nichols,"3,7","3,7",The Bikeriders,
"Emilie Dequenne,Andreas Pietschmann,Lisa Delamar",19 juin 2024,"Une catastrophe bouleverse la planète : les pôles magnétiques de la Terre se sont inversés. Les océans ont anéanti les continents, laissant derrière eux un vaste désert. Dans ce monde ravagé, une famille doit lutter pour sa survie. Quand les pôles s’inverseront à nouveau, il sera trop tard. ",90,"Action,Science Fiction,Thriller",-, France,Interdit - 12 ans,Frédéric Jardin,"2,7","2,4",Survivre,
"Anthony Bajon,Raphaël Quenard,Galatea Bellugi",19 avril 2023,"Dog et Mirales sont amis d’enfance. Ils vivent dans un petit village du sud de la France et passent la majeure partie de leurs journées à traîner dans les rues. Pour tuer le temps, Mirales a pris l’habitude de taquiner Dog plus que de raison. Leur amitié va être mise à mal par l'arrivée au village d'une jeune fille, Elsa, avec qui Dog va vivre une histoire d'amour. Rongé par la jalousie, Mirales va devoir se défaire de son passé pour pouvoir grandir, et trouver sa place.",93,Comédie dramatique,-, France,,Jean-Baptiste Durand,"3,7","4,0",Chien de la casse,
"Léa Seydoux,Adèle Exarchopoulos,Salim Kechiouche",9 octobre 2013,"À 15 ans, Adèle ne se pose pas de question : une fille, ça sort avec des garçons. Sa vie bascule le jour où elle rencontre Emma, une jeune femme aux cheveux bleus, qui lui fait découvrir le désir et lui permettra de s’affirmer en tant que femme et adulte. Face au regard des autres Adèle grandit, se cherche, se perd, se trouve...",177,"Drame,Romance",-, France,Interdit - 12 ans avec avertissement,Abdellatif Kechiche,"4,6","3,5",La Vie d'Adèle - Chapitres 1 et 2,
"Elie Semoun,Émilie Caen,Frédérique Bel",3 avril 2024,"Nouvelle rentrée à Saint-Potache. Cette année Ducobu a une idée de génie : prendre une année sabbatique pour sauver la planète mais surtout pour sécher l’école ! Mais Latouche ne compte pas le laisser faire si facilement… Tricheur et écolo, c’est pas du gâteau !",80,Comédie,-, France,Tout public,Elie Semoun,"2,5","1,8",Ducobu passe au vert,
"Jeanne Moreau,Michel Bouquet,Jean-Claude Brialy",17 avril 1968,"Le jour de son mariage, alors qu’elle sort à peine de l’église, Julie voit son mari assassiné sous ses yeux. Personne ne sait pourquoi l’homme était la cible de cette balle. La veuve va alors entreprendre un voyage pour se venger de ceux qui ont tué son mari. Elle tient une liste des cinq responsables, qu’elle compte éliminer un par un...",107,"Policier,Drame",-, France,,François Truffaut,"3,8",,La Mariée était en noir,
"Millie Bobby Brown,Robin Wright,Angela Bassett",8 mars 2024,"Une jeune fille dévouée accepte d’épouser un prince séduisant. Mais elle découvre qu’elle a été choisie pour être sacrifiée et rembourser ainsi une dette ancienne. Enfermée dans une grotte, elle doit affronter un dragon cracheur de feu. Elle ne peut désormais plus compter que sur son intelligence et son courage pour espérer s’en sortir...",107,"Action,Aventure,Fantastique",-, U.S.A.,,Juan Carlos Fresnadillo,"2,5","2,9",La Demoiselle et le Dragon,Damsel
"Lubna Azabal,Catherine Salée,Fabrizio Rongione",17 avril 2024,"Amal, enseignante dans un lycée à Bruxelles, encourage ses élèves à s’exprimer librement. Avec ses méthodes pédagogiques audacieuses et son enthousiasme, elle va bouleverser leur vie. Jusqu’à en choquer certains. Peu à peu Amal va se sentir harcelée, menacée.",111,Drame,-, Belgique,Tout public avec avertissement,Jawad Rhalib,"3,2","4,3",Amal - Un esprit libre,Amal
"Andy Lau,Jing Wu,Zina Blahusova",15 juin 2024,"Après avoir appris que le soleil s'éteint, les humains construisent des moteurs géants dans une ultime tentative de propulser la Terre vers un nouveau système solaire, laissant le sort de l'humanité entre les mains des quelques personnes pour accepter cette mission périlleuse.",173,"Action,Aventure,Science Fiction",-, Chine,,Frant Gwo,"3,0",,The Wandering Earth 2 – La fin des Temps,Liu lang di qiu 2
"Gerard Butler,Jamie Foxx,Leslie Bibb",22 décembre 2010,"Dix ans après le meurtre de sa femme et sa fille, un homme se dresse contre le procureur en charge du procès des meurtriers, pour obtenir lui-même la justice. Sa vengeance menace tout aussi bien l'homme qui leur a accordé la clémence, que le système et la ville elle-même.",109,"Action,Drame,Thriller",-, U.S.A.,Interdit - 12 ans,F. Gary Gray,"1,9","3,8",Que justice soit faite,Law Abiding Citizen
"Henry Fonda,Martin Balsam,John Fiedler",4 septembre 1957,"Un jeune homme d'origine modeste est accusé du meurtre de son père et risque la peine de mort. Le jury composé de douze hommes se retire pour délibérer et procède immédiatement à un vote : onze votent coupable, or la décision doit être prise à l'unanimité. Le juré qui a voté non-coupable, sommé de se justifier, explique qu'il a un doute et que la vie d'un homme mérite quelques heures de discussion. Il s'emploie alors à les convaincre un par un.",95,"Drame,Judiciaire",-, U.S.A.,,Sidney Lumet,"5,0","4,6",12 hommes en colère,Twelve Angry Men
"Emily Blunt,John Krasinski,Cillian Murphy",16 juin 2021,"Après les événements mortels survenus dans sa maison, la famille Abbot doit faire face au danger du monde extérieur. Pour survivre, ils doivent se battre en silence. Forcés à s’aventurer en terrain inconnu, ils réalisent que les créatures qui attaquent au moindre son ne sont pas la seule menace qui se dresse sur leur chemin.",97,"Fantastique,Epouvante-horreur,Thriller",-, U.S.A.,Interdit - 12 ans,John Krasinski,"3,4","3,7",Sans un bruit 2,A Quiet Place Part II
"Manuel Bandera,Valeria Marini,Stefano Dionisi",31 décembre 1997,"Les amours tragiques de Bambola et de son frère homosexuel Flavio, qui tiennent une trattoria au bord d'un fleuve.",90,"Drame,Erotique",-," Italie, France, Espagne",Interdit - 16 ans,Bigas Luna,"2,2",,Bámbola,
"Jim Carrey,Kate Winslet,Kirsten Dunst",6 octobre 2004,"Joel et Clementine ne voient plus que les mauvais côtés de leur tumultueuse histoire d'amour, au point que celle-ci fait effacer de sa mémoire toute trace de cette relation. Effondré, Joel contacte l'inventeur du procédé Lacuna, le Dr. Mierzwiak, pour qu'il extirpe également de sa mémoire tout ce qui le rattachait à Clementine. Deux techniciens, Stan et Patrick, s'installent à son domicile et se mettent à l'oeuvre, en présence de la secrétaire, Mary. Les souvenirs commencent à défiler dans la tête de Joel, des plus récents aux plus",108,"Comédie,Drame,Science Fiction",-, U.S.A.,,Michel Gondry,"4,0","4,2",Eternal Sunshine of the Spotless Mind,
"Rosamund Pike,Eiza Gonzalez,Dianne Wiest",25 octobre 2022,"Marla Grayson est une tutrice réputée spécialisée auprès d'individus âgés et riches. Aux dépens de ces derniers, elle mène une vie de luxe. Mais sa prochaine victime s'avère avoir de dangereux secrets. Marla va devoir utiliser son esprit et sa ruse si elle souhaite rester en vie...",118,"Comédie,Thriller",-, U.S.A.,,J Blakeson,"3,0","2,9",I Care A Lot,
"Adam Driver,Penélope Cruz,Shailene Woodley",8 mars 2024,"C'est l'été 1957. Derrière le spectacle de la Formule 1, l'ancien coureur Enzo Ferrari est en crise. La faillite menace l'usine que lui et sa femme, Laura, ont construite à partir de rien dix ans plus tôt. Leur mariage instable a été ébranlé par la perte de leur fils, Dino, un an plus tôt. Ferrari a du mal à reconnaître son fils Piero avec Lina Lardi. Pendant ce temps, la passion de ses pilotes pour la victoire les pousse à la limite alors qu'ils se lancent dans la périlleuse course de 1 000 miles à travers l'Italie, la Mille Miglia.",130,"Biopic,Drame",-, U.S.A.,,Michael Mann,"3,4","2,9",Ferrari,
"Jamel Debbouze,Jamel Debbouze,Mélissa Theuriau",8 avril 2015,"L’histoire trépidante d’Édouard, fils aîné du roi des simiens, qui, considéré à sa naissance comme trop malingre, est rejeté par sa tribu. Il grandit loin d’eux, auprès de son ami Ian, et, incroyablement ingénieux, il découvre le feu, la chasse, l’habitat moderne, l’amour et même… l’espoir. Généreux, il veut tout partager, révolutionne l’ordre établi, et mène son peuple avec éclat et humour vers la véritable humanité… celle où on ne mange pas son père.",95,"Animation,Comédie,Famille",-, France,,Jamel Debbouze,"3,1","2,0",Pourquoi j'ai pas mangé mon père,
"Emilia Clarke,Sam Claflin,Janet McTeer",22 juin 2016,"Une charmante petite ville de l'Angleterre rurale. Si elle est originale et artiste dans l'âme, Louisa ""Lou"" Clark, 26 ans, n'a aucune ambition particulière. Elle se contente d'enchaîner les boulots pour permettre à ses proches de joindre les deux bouts.",110,"Drame,Romance",-, Grande-Bretagne,,Thea Sharrock,"2,9","4,1",Avant toi,Me Before You
"Léa Seydoux,Benjamin Biolay,Juliane Köhler",25 août 2021,"« France » est à la fois le portrait d’une femme, journaliste à la télévision, d’un pays, le nôtre, et d’un système, celui des médias.",130,"Comédie,Drame",Long métrage," France, Allemagne, Belgique, Italie",,Bruno Dumont,"3,3","2,1",France,
"Brad Pitt,Shia LaBeouf,Logan Lerman",22 octobre 2014,"Avril 1945. Les Alliés mènent leur ultime offensive en Europe. À bord d’un tank Sherman, le sergent Wardaddy et ses quatre hommes s’engagent dans une mission à très haut risque bien au-delà des lignes ennemies. Face à un adversaire dont le nombre et la puissance de feu les dépassent, Wardaddy et son équipage vont devoir tout tenter pour frapper l’Allemagne nazie en plein cœur…",134,"Action,Drame,Guerre",68 000 000 USD," U.S.A., Grande-Bretagne, Chine",Interdit - 12 ans,David Ayer,"3,3","4,1",Fury,
"Vin Diesel,Michelle Rodriguez,Jason Momoa",17 mai 2023,"Après bien des missions et contre toute attente, Dom Toretto et sa famille ont su déjouer, devancer, surpasser et distancer tous les adversaires qui ont croisé leur route. Ils sont aujourd’hui face à leur ennemi le plus terrifiant et le plus intime : émergeant des brumes du passé, ce revenant assoiffé de vengeance est bien déterminé à décimer la famille en réduisant à néant tout ce à quoi, et surtout à qui Dom ait jamais tenu. ",141,Action,-, U.S.A.,,Louis Leterrier,"2,8","2,9",Fast & Furious X,Fast X
"Isabelle Carré,Bernard Campan,Julia Faure",3 avril 2024,"Usé par vingt-cinq ans de vie commune, le couple formé par Xavier et Sophie semble à bout de souffle. Et le moins que l’on puisse dire c’est que l’idée de Sophie d’inviter à dîner leurs voisins, Adèle et Alban, n’enchante pas Xavier. Il reproche à ce couple, visiblement très amoureux, son manque de discrétion, surtout la nuit ! Au contact de ces voisins aux mœurs débridées, Xavier et Sophie vont devoir se confronter à leur réalité, avant d’être poussés dans leur retranchement par une proposition quelque peu… indécente.",77,Comédie,-, France,Tout public,Olivier Ducray,"3,2","3,7",Et plus si affinités,
"Marion Cotillard,Marie Bunel,Marie-Christine Adam",15 novembre 2023,"À la mort de sa mère, Mona Achache découvre des milliers de photos, de lettres et d’enregistrements, mais ces secrets enfouis résistent à l’énigme de sa disparition. Alors par la puissance du cinéma et la grâce de l’incarnation, elle décide de la ressusciter pour rejouer sa vie et la comprendre.",95,Drame,-, France,,Mona Achache,"4,0","3,2",Little Girl Blue,
"Olivier Gourmet,Dave Johns",15 mai 2024,"Henri et Thom vivent ensemble à Bruxelles et filent le parfait amour depuis 35 ans, enfin en apparence. Depuis qu’Henri a pris sa retraite de policier, rien ne va plus. Ses journées sont fades et interminables, ses sentiments s'estompent et leur maison est devenue un vrai champ de bataille. Toujours amoureux, Thom est prêt à tout pour raviver la flamme et sauver leur couple, quitte à demander lui-même le divorce…",83,"Drame,Romance",-," Belgique, Canada",Tout public,David Lambert,"2,6","3,0",Les Tortues,
"Maurice Barthélémy,Jean-Paul Rouve,Pierre-François Martin-Laval",28 janvier 2004,"Il y a 37 000 ans, deux tribus voisines vivaient en paix... à un cheveu près. Pendant que la tribu des Cheveux Propres coulait des jours paisibles en gardant pour elle seule le secret de la formule du shampooing, la tribu des Cheveux Sales se lamentait.",98,Comédie,35mm, France,,Alain Chabat,"2,6","2,3",RRRrrrr !!!,
"Valeria Bruni Tedeschi,Pierre Arditi,Valeria Golino",30 janvier 2019,"Une grande et belle propriété sur la Côte d’Azur. Un endroit qui semble hors du temps et protégé du monde. Anna arrive avec sa fille pour quelques jours de vacances. Au milieu de sa famille, de leurs amis, et des employés, Anna doit gérer sa rupture toute fraîche et l’écriture de son prochain film. Derrière les rires, les colères, les secrets, naissent des rapports de dominations, des peurs et des désirs. Chacun se bouche les oreilles aux bruits du monde et doit se débrouiller avec le mystère de sa propre existence.",128,Comédie dramatique,-, France,,Valeria Bruni Tedeschi,"3,2","2,3",Les Estivants,
"Leonardo DiCaprio,Marion Cotillard,Elliot Page",21 juillet 2010,"Dom Cobb est un voleur expérimenté – le meilleur qui soit dans l’art périlleux de l’extraction : sa spécialité consiste à s’approprier les secrets les plus précieux d’un individu, enfouis au plus profond de son subconscient, pendant qu’il rêve et que son esprit est particulièrement vulnérable. Très recherché pour ses talents dans l’univers trouble de l’espionnage industriel, Cobb est aussi devenu un fugitif traqué dans le monde entier qui a perdu tout ce qui lui est cher. Mais une ultime mission pourrait lui permettre de retrouver sa vie d’avant – à condition qu’il puisse accomplir l’impossible : l’inception. Au lieu de subtiliser un rêve, Cobb et son équipe doivent faire l’inverse : implanter une idée dans l’esprit d’un individu. S’ils y parviennent, il pourrait s’agir du crime parfait. Et pourtant, aussi méthodiques et doués soient-ils, rien n’aurait pu préparer Cobb et ses partenaires à un ennemi redoutable qui semble avoir systématiquement un coup d’avance sur eux. Un ennemi dont seul Cobb aurait pu soupçonner l’existence.",148,"Science Fiction,Thriller","Anglais, Japonais"," U.S.A., Grande-Bretagne",,Christopher Nolan,"4,1","4,5",Inception,
"Russell Crowe,Cate Blanchett,Max von Sydow",12 mai 2010,"À l’aube du treizième siècle, Robin Longstride, humble archer au service de la Couronne d’Angleterre, assiste, en Normandie, à la mort de son monarque, Richard Coeur de Lion, tout juste rentré de la Troisième Croisade et venu défendre son royaume contre les Français.",140,"Action,Aventure",Anglais," U.S.A., Grande-Bretagne",,Ridley Scott,"3,4","3,2",Robin des Bois,Robin Hood
"Adèle Exarchopoulos,Mélanie Laurent,Manon Bresch",1 novembre 2023,"Carole et Alex sont deux voleuses de génie, et meilleures amies depuis toujours. Sous la coupe de Marraine depuis des années, elles rêvent d'être libres. Avec l’aide de Sam, une championne de moto, elles se lancent dans une ultime aventure pour s'affranchir de cette vie de cavale.",114,"Action,Comédie",-, France,,Mélanie Laurent,"2,9","2,5",Voleuses,
"Saoirse Ronan,Emma Watson,Florence Pugh",1 janvier 2020,"Une nouvelle adaptation des ""Quatre filles du Docteur March"" qui s’inspire à la fois du grand classique de la littérature et des écrits de Louisa May Alcott. Relecture personnelle du livre, Les filles du Docteur March est un film à la fois atemporel et actuel où Jo March, alter ego fictif de l’auteur, repense à sa vie.",135,"Drame,Romance",-, U.S.A.,,Greta Gerwig,"3,7","3,8",Les Filles du Docteur March,Little Women
"Jean-Pierre Bacri,Gilles Lellouche,Eye Haïdara",4 octobre 2017,"Max est traiteur depuis trente ans. Des fêtes il en a organisé des centaines, il est même un peu au bout du parcours. Aujourd'hui c'est un sublime mariage dans un château du 17ème siècle, un de plus, celui de Pierre et Héléna. Comme d'habitude, Max a tout coordonné : il a recruté sa brigade de serveurs, de cuisiniers, de plongeurs, il a conseillé un photographe, réservé l'orchestre, arrangé la décoration florale, bref tous les ingrédients sont réunis pour que cette fête soit réussie... Mais la loi des séries va venir bouleverser un planning sur le fil où chaque moment de bonheur et d'émotion risque de se transformer en désastre ou en chaos. Des préparatifs jusqu'à l'aube, nous allons vivre les coulisses de cette soirée à travers le regard de ceux qui travaillent et qui devront compter sur leur unique qualité commune : Le sens de la fête.",116,Comédie,-, France,,Eric Toledano,"3,7","4,0",Le Sens de la fête,
"Jennifer Lawrence,Andrew Barth Feldman,Laura Benanti",21 juin 2023,"Maddie est sur le point de perdre sa maison d’enfance et elle pense avoir trouvé la solution à ses problèmes financiers lorsqu’elle tombe sur une offre d’emploi intrigante : parents fortunés cherchent quelqu’un pour emmener Percy, leur fils introverti de 19 ans, dans une série de « dates » afin de le décoincer avant qu’il ne parte pour l’université. A la grande surprise de Maddie, Percy rend ce challenge plus compliqué que prévu et le temps est compté. Elle a un été pour relever ce challenge ou se retrouver sans toit.",103,Comédie,-, U.S.A.,,Gene Stupnitsky,"3,0","2,7",Le Challenge,No Hard Feelings
,3 avril 2024,Programme de deux courts métrages : ,52,"Animation,Famille",-," Belgique, France",,Wassim Boutaleb Joutei,"3,4",,Non-Non dans l'espace,
"Florence Pugh,Jack Reynor,Will Poulter",31 juillet 2019,"Dani et Christian sont sur le point de se séparer quand la famille de Dani est touchée par une tragédie. Attristé par le deuil de la jeune femme, Christian ne peut se résoudre à la laisser seule et l’emmène avec lui et ses amis à un festival estival qui n’a lieu qu'une fois tous les 90 ans et se déroule dans un village suédois isolé. ",147,Epouvante-horreur,-, U.S.A.,Interdit - 12 ans avec avertissement,Ari Aster,"3,7","3,5",Midsommar,
"Cécile de France,Vincent Macaigne,Stacy Martin",10 janvier 2024,Pierre Bonnard ne serait pas le peintre que tout le monde connaît sans l’énigmatique Marthe qui occupe à elle seule presque un tiers de son œuvre…,122,"Biopic,Historique,Romance",-, France,,Martin Provost,"2,8","3,4","Bonnard, Pierre et Marthe",
"James McAvoy,Anya Taylor-Joy,Betty Buckley",22 février 2017,"Kevin a déjà révélé 23 personnalités, avec des attributs physiques différents pour chacune, à sa psychiatre dévouée, la docteure Fletcher, mais l’une d’elles reste enfouie au plus profond de lui. Elle va bientôt se manifester et prendre le pas sur toutes les autres. Poussé à kidnapper trois adolescentes, dont la jeune Casey, aussi déterminée que perspicace, Kevin devient dans son âme et sa chair, le foyer d’une guerre que se livrent ses multiples personnalités, alors que les divisions qui régnaient jusqu’alors dans son subconscient volent en éclats.",117,"Fantastique,Epouvante-horreur,Thriller",-, U.S.A.,Interdit - 12 ans,M. Night Shyamalan,"3,7","4,0",Split,
"Ichem Bougheraba,Emma Smet,Arriles Amrani",27 décembre 2023,"Les Segpa se retrouvent pour une nouvelle année scolaire riche en aventures, propulsés directement en Terminale. Deux challenges majeurs les attendent : la réussite de leur bac et leur participation soudaine aux Olympiades d’hiver inter-lycées.",102,Comédie,-, France,,Ali Boughéraba,"2,0","1,3",Les SEGPA au ski,
"Christian Clavier,Jean Reno,Muriel Robin",9 novembre 2011,"Vivant largement au dessus de ses moyens, César Borgnoli, concessionnaire de voitures italiennes, est au bord de la ruine. Sa soeur Alex, qui vit en couple avec sa compagne Kim, lui propose de sauver le garage familial en lui mettant un marché en mains. César doit se faire passer pour le ""mari"" de Kim afin d’aller adopter légalement en Thaïlande la petite Maï, une adorable fillette de 5 ans, que le couple de femmes désire accueillir plus que tout au monde.",103,"Aventure,Comédie",35mm, France,,Christian Clavier,"1,2","2,0",On ne choisit pas sa famille,
"Anna-Maria Sieklucka,Michele Morrone,Grazyna Szapolowska",24 octobre 2022,Massimo est membre de la mafia sicilienne et Laura est directrice des ventes. Cette dernière ne se doute pas de ce qui l'attend lors d'un voyage en Sicile destiné à sauver son couple : Massimo la kidnappe et lui donne 365 jours pour qu'elle tombe amoureuse de lui.,114,"Drame,Erotique,Romance",-, Pologne,,Barbara Bialowas,"1,5",,365 Dni,
"Pio Marmaï,Ana Girardot,François Civil",14 juin 2017,"Jean a quitté sa famille et sa Bourgogne natale il y a dix ans pour faire le tour du monde. En apprenant la mort imminente de son père, il revient dans la terre de son enfance. Il retrouve sa sœur, Juliette, et son frère, Jérémie. Leur père meurt juste avant le début des vendanges. En l’espace d’un an, au rythme des saisons qui s’enchaînent, ces 3 jeunes adultes vont retrouver ou réinventer leur fraternité, s’épanouissant et mûrissant en même temps que le vin qu’ils fabriquent.",113,"Comédie,Drame",-, France,,Cédric Klapisch,"3,2","3,9",Ce Qui Nous Lie,
"John Magaro,Steve Zahn,Dylan Baker",17 avril 2024,"Quand Ray découvre que sa femme le trompe, il décide de mettre fin à ses jours. Il se gare sur le parking d’un motel. Mais au moment de passer à l’acte, un inconnu fait irruption dans sa voiture, pensant avoir affaire au tueur qu’il a engagé.",112,"Comédie,Policier,Thriller",Anglais," U.S.A., France",Tout public,Shane Atkinson,"3,5","3,9",LaRoy,"LaRoy, Texas"
"Bruno Debrandt,Ophelia Kolb,Bruno Wolkowitch",27 novembre 2018,"Le petit village de Colmars-les-Alpes est en plein émoi après la découverte du corps sans vie d’un garde moniteur du parc du Mercantour. Contre l’avis de tous, le guide de haute montagne, Vincent Lapaz va convaincre l’adjudante Servane Breintenbach, fraichement arrivée, que son ami d’enfance a été assassiné. Tous deux vont mener à bout cette enquête qui va faire trembler les piliers de la communauté.",90,Drame,Français, France,,Delphine Lemoine,"2,7",,Jusqu'à ce que la mort nous unisse,
"Matt Damon,Christian Bale,Caitriona Balfe",13 novembre 2019,"Basé sur une histoire vraie, le film suit une équipe d'excentriques ingénieurs américains menés par le visionnaire Carroll Shelby et son pilote britannique Ken Miles, qui sont envoyés par Henry Ford II pour construire à partir de rien une nouvelle automobile qui doit détrôner la Ferrari à la compétition du Mans de 1966.",153,"Biopic,Drame",-, U.S.A.,,James Mangold,"3,8","4,3",Le Mans 66,Ford v. Ferrari
"Luke Wilson,Dax Shepard,Maya Rudolph",25 avril 2007,"Joe Bowers, l'Américain moyen par excellence, est choisi par le Pentagone comme cobaye d'un programme d'hibernation, qui va mal tourner. Il se réveille 500 ans plus tard et découvre que le niveau intellectuel de l'espèce humaine a radicalement baissé et qu'il est l'homme le plus brillant sur la planète...",84,"Comédie,Science Fiction",-, U.S.A.,,Mike Judge,"3,3","2,8",Idiocracy,
"Maxime Gasteuil,Zabou Breitman,Romain Lancry",6 mars 2024,"Maxime, cadre ambitieux et cartésien, ne pense qu'à sa carrière et à son futur mariage avec Nadège, la fille de son patron. Au bord du burn-out, seul à ne pas s'en rendre compte, il se retrouve embarqué par son futur beau-frère Romain au beau milieu de son pire cauchemar... Un stage de bien-être encadré par Clara et Luc, un couple de « clairvoyants », avec des stagiaires plus lunaires les uns que les autres.14 jours pour aller mieux, au cours desquels ses principes et préjugés vont être soumis au régime zénitude et bienveillance !",96,Comédie,-, France,Tout public,Edouard Pluvieux,"2,3","3,0",14 jours pour aller mieux,
"Ruby Rose,Jean Reno,Aksel Hennie",10 décembre 2020,"Une membre des Marines, après avoir vécu des événements traumatisants, est de retour chez elle. Devenue concierge d'un immeuble new-yorkais, elle va se retrouver confrontée à des mercenaires bien décidés à mettre la main sur une précieuse oeuvre d'art.",97,"Action,Thriller",-, U.S.A.,,Ryûhei Kitamura,"1,8",,The Doorman,
"Sean Connery,Kate Capshaw,Ed Harris",15 mars 1995,"Paul Armstrong, honorable professeur de droit de Harvard, farouchement opposé à la peine capitale, est contacté par une vieille femme noire de condition modeste qui l'implore d'assurer la défense de son petit-fils, Bobby Earl Ferguson, condamné à mort pour le viol et l'assassinat d'une fillette de 11 ans.",105,"Policier,Drame,Thriller",Anglais, U.S.A.,Interdit - 12 ans,Arne Glimcher,"3,0",,Juste Cause,Just Cause
"Joaquin Phoenix,Mark Wahlberg,Robert Duvall",28 novembre 2007,"New York, fin des années 80. Bobby est le jeune patron d'une boite de nuit branchée appartenant aux Russes. Avec l'explosion du trafic de drogue, la mafia russe étend son influence sur le monde de la nuit.",114,"Policier,Drame,Thriller",-, U.S.A.,,James Gray,"4,4","4,0",La Nuit nous appartient,We Own the Night
"Liam Neeson,Guy Pearce,Taj Atwal",29 juillet 2022,Un tueur à gages découvre qu'il est devenu une cible après avoir refusé de terminer un travail pour une organisation criminelle dangereuse.,114,"Action,Thriller",Anglais, U.S.A.,,Martin Campbell,"2,5",,Memory,
"Sandra Bullock,Ryan Reynolds,Betty White",23 septembre 2009,"Lorsque Margaret, une très puissante éditrice, est menacée d'être expulsée vers son pays natal, le Canada, elle imagine une solution d'urgence et déclare qu'elle est fiancée à son assistant, le malheureux Andrew, qu'elle exploite et maltraite depuis des années. Celui-ci accepte de participer à la supercherie, mais à ses conditions...",108,"Comédie,Romance",-, U.S.A.,,Anne Fletcher,"2,5","3,1",La Proposition,The Proposal
"Leonardo DiCaprio,Jonah Hill,Margot Robbie",25 décembre 2013,"L’argent. Le pouvoir. Les femmes. La drogue. Les tentations étaient là, à portée de main, et les autorités n’avaient aucune prise. Aux yeux de Jordan et de sa meute, la modestie était devenue complètement inutile. Trop n’était jamais assez…",179,"Biopic,Drame",-, U.S.A.,Interdit - 12 ans,Martin Scorsese,"4,0","4,3",Le Loup de Wall Street,The Wolf Of Wall Street
"Sydney Sweeney,Álvaro Morte,Simona Tabasco",20 mars 2024,"Cecilia, une jeune religieuse américaine, s’installe dans un couvent isolé de la campagne italienne. L’accueil est chaleureux, mais rapidement Cecilia comprend que sa nouvelle demeure abrite un sinistre secret et que des choses terribles s’y produisent…",89,"Epouvante-horreur,Thriller",Anglais," U.S.A., Italie",Interdit - 12 ans avec avertissement,Michael Mohan,"2,9","2,5",Immaculée,Immaculate
"Tom Hanks,Tyler Hoechlin,Paul Newman",11 septembre 2002,"En 1930, deux pères : Michael Sullivan, un tueur professionnel au service de la mafia irlandaise dans le Chicago de la Dépression, et Mr. John Rooney, son patron et mentor, qui l'a élevé comme son fils. Deux fils : Michael Sullivan junior et Connor Rooney, qui font chacun des efforts désespérés pour s'attirer l'estime et l'amour de leurs géniteurs.",125,"Drame,Thriller",-, U.S.A.,,Sam Mendes,"3,7","3,9",Les Sentiers de la perdition,Road to Perdition
"Claire Pommet,Niels Schneider,Sofiane Zermani",22 novembre 2023,"Jeanne a 24 ans. Elle vit dans une caserne en banlieue avec son père gendarme, son petit frère et sa petite sœur. Elle a fait le pari de réussir sa vie dans le monde de la finance. Pas pour la gloire ou le luxe, mais parce que c’est le moyen qu’elle a trouvé pour gagner sa liberté.",95,Drame,-, France,,Héléna Klotz,"3,0","2,9",La Vénus d'argent,
"Keira Knightley,Matthew Macfadyen,Rosamund Pike",18 janvier 2006,"Dans un petit village d'Angleterre, sous le règne de George III, Mrs. Bennet veut marier ses filles afin de leur assurer un avenir serein. L'arrivée de nouveaux voisins, Mr. Bingley et son ami Mr. Darcy, plonge Jane et Elisabeth dans des affaires de coeur tumultueuses.",129,"Comédie,Romance",-," U.S.A., France, Grande-Bretagne",,Joe Wright,"3,8","4,0",Orgueil et préjugés,Pride and Prejudice
"Christopher Sean,Rob Fukuzaki,Gedde Watanabe",14 juin 2024,"Lorsque la superstar du baseball Ken Sato rentre au Japon pour endosser le costume du super-héros Ultraman, il découvre, stupéfait, qu’il doit élever la progéniture de son pire ennemi !",118,"Action,Aventure,Animation,Fantastique",-," Japon, U.S.A.",,Shannon Tindle,"3,1",,Ultraman: Rising,
