acteurs,annee,description,duree,genre,langueOrigine,paysOrigine,public,realisateur,scorePresse,scoreSpectateur,title,titreOriginal
"Natalie Portman,Julianne Moore,Charles Melton",24 janvier 2024,"Pour préparer son nouveau rôle, une actrice célèbre vient rencontrer celle qu’elle va incarner à l’écran, dont la vie sentimentale a enflammé la presse à scandale et passionné le pays 20 ans plus tôt.",117,"Comédie,Drame",-, U.S.A.,,Todd Haynes,"3,7","3,3",May December,
"Denzel Washington,Rami Malek,Jared Leto",31 mars 2021,"Deke, shérif adjoint du comté de Kern, victime récemment d'un burn-out, doit faire équipe avec le détective du LASD, Baxter, afin de retrouver un tueur en série. Deke est aussi intuitif que rebelle à l'autorité, l'inverse de Baxter. Parallèlement à l'enquête, le shérif adjoint voit resurgir un sombre secret de son passé...",128,"Policier,Drame,Thriller",-, U.S.A.,,John Lee Hancock,"3,1",,Une affaire de détails,The Little Things
"Anthony Hopkins,Brad Pitt,Aidan Quinn",5 avril 1995,"Au cœur des contrées sauvages du Montana, trois frères, Alfred, Tristan et Samuel sont élevés par leur père, le colonel William Ludlow et ses amis indiens. Un jour, Samuel, le plus fragile, présente sa ravissante fiancée, Susannah à sa famille. Les trois jeunes hommes s’engagent dans la première Guerre Mondiale et Samuel décède sur le champ de bataille. A leur retour, Tristan et Alfred se battent pour conquérir le cœur de la belle veuve.",133,"Romance,Guerre",Anglais, U.S.A.,,Edward Zwick,"2,0","3,9",Légendes d'automne,Legends of the Fall
"Benjamin Lavernhe,Emmanuelle Bercot,Alain Sachs",8 novembre 2023,"Né dans une famille aisée, Henri Grouès a été à la fois résistant, député, défenseur des sans-abris, révolutionnaire et iconoclaste. Des bancs de l’Assemblée Nationale aux bidonvilles de la banlieue parisienne, son engagement auprès des plus faibles lui a valu une renommée internationale. La création d’Emmaüs et le raz de marée de son inoubliable appel de l’hiver 54 ont fait de lui une icône. Pourtant, chaque jour, il a douté de son action. Ses fragilités, ses souffrances, sa vie intime à peine crédibles sont restées inconnues du grand public. Révolté par la misère et les injustices, souvent critiqué, parfois trahi, Henri Grouès a eu mille vies et a mené mille combats. Il a marqué l’Histoire sous le nom qu’il s’était choisi : l’Abbé Pierre.",138,"Biopic,Drame",-, France,,Frédéric Tellier,"3,1","4,1",L'Abbé Pierre - Une vie de combats,
"Charlize Theron,Nicole Kidman,Margot Robbie",22 janvier 2020,"Inspiré de faits réels, SCANDALE nous plonge dans les coulisses d’une chaîne de télévision aussi puissante que controversée. Des premières étincelles à l’explosion médiatique, découvrez comment des femmes journalistes ont réussi à briser la loi du silence pour dénoncer l’inacceptable.",110,"Biopic,Drame",Anglais," U.S.A., Canada",,Jay Roach,"3,5","3,5",Scandale,Bombshell
"Todd Bishop Monrad Vistven,Tobias Santelmann,Kari Simonsen",8 mai 2024,"Evie, 11 ans, n’est pas une fille ordinaire ! Elle jongle entre l’école, ses amis, et sa passion pour les jeux vidéo. Mais chut ! Elle a un incroyable secret : son papa est Super Lion, le super-héros le plus cool de l’univers… Ce sera bientôt à son tour de montrer ses pouvoirs et de plonger dans l’aventure la plus folle de sa vie. Préparez-vous, Super Evie arrive !",77,"Aventure,Animation,Famille",Norvégien, Norvège,Tout public,Rasmus A. Sivertsen,"3,0","3,0",Super lion,Helt Super
"Mark Wahlberg,Tyrese Gibson,André Benjamin",5 octobre 2005,"Ce sont quatre ""frères"", deux Blancs et deux Blacks, issus de familles qui les abandonnèrent très tôt à leur sort. Quatre laissés-pour-compte, quatre incorrigibles gamins qui accumulaient les ""bêtises"". Evelyn Mercer a été la seule à croire en eux, à les recueillir et à les aimer.",115,"Drame,Thriller",-, U.S.A.,Interdit - 12 ans,John Singleton,"3,0","3,2",Quatre frères,Four Brothers
"Shia LaBeouf,Carrie-Anne Moss,David Morse",22 août 2007,"Kale, 17 ans, habite une de ces banlieues paradisiaques où il ne se passe jamais rien, jusqu'au jour où... Seul chez lui, maître de son temps, ses journées se passent à surfer sur le web, à regarder la télé, à jouer sur sa console, à se gaver de pizzas, à reluquer en douce la fille canon qui vient d'emménager dans la maison voisine.",105,"Policier,Thriller",-, U.S.A.,Interdit - 12 ans,D.J. Caruso,"2,2","3,4",Paranoiak,Disturbia
"Zoe Saldana,Amandla Stenberg,Michael Vartan",27 juillet 2011,"1992. Colombie. Cataleya, 9 ans, assiste au meurtre de ses parents. Échappant de justesse au massacre, elle se réfugie aux États-Unis, chez son oncle Emilio, un gangster. 15 ans plus tard, elle travaille pour lui comme tueuse à gages. Elle signe ses meurtres d'une orchidée dessinée sur le torse de ses victimes : un message à l'intention des assassins de ses parents. Car Cataleya est bien décidée à aller jusqu'au bout de sa vengeance… quitte à perdre tous ceux qu'elle aime.",105,Action,40 000 000 USD," France, U.S.A., Grande-Bretagne",,Olivier Megaton,"2,3","3,1",Colombiana,
"Christian Clavier,Chantal Lauby,Ary Abittan",16 avril 2014,"Claude et Marie Verneuil, issus de la grande bourgeoisie catholique provinciale sont des parents plutôt ""vieille France"". Mais ils se sont toujours obligés à faire preuve d'ouverture d'esprit...Les pilules furent cependant bien difficiles à avaler quand leur première fille épousa un musulman, leur seconde un juif et leur troisième un chinois.",97,Comédie,-, France,,Philippe de Chauveron,"3,8","3,4",Qu'est-ce qu'on a fait au Bon Dieu?,
"Emmanuelle Devos,Raphaël Thiéry,Mireille Pitot",24 janvier 2024,"Raphaël n’a qu’un œil. Il est le gardien d’un manoir dans lequel plus personne ne vit. À presque 60 ans, il habite avec sa mère un petit pavillon situé à l’entrée du grand domaine bourgeois. Entre la chasse aux taupes, la cornemuse et les tours dans la Kangoo de la postière, les jours se suivent et se ressemblent. Par une nuit d’orage, Garance, l’héritière, revient dans la demeure familiale. Plus rien ne sera plus jamais pareil.",94,"Drame,Romance",-, France,,Anais Tellenne,"3,6","4,1",L’Homme d’argile,
"Matthew McConaughey,Anne Hathaway,Michael Caine",5 novembre 2014,Le film raconte les aventures d’un groupe d’explorateurs qui utilisent une faille récemment découverte dans l’espace-temps afin de repousser les limites humaines et partir à la conquête des distances astronomiques dans un voyage interstellaire. ,169,"Drame,Science Fiction",Anglais," U.S.A., Grande-Bretagne",,Christopher Nolan,"3,8","4,5",Interstellar,
"Nisrin Erradi,Nisrine Benchara,Rayhan Guaran",15 mai 2024,"Casablanca, Maroc. Zineb s'évade de prison pour sauver sa fille de la garde de l’État. Mais les choses se compliquent rapidement lorsqu'elle prend en otage la conductrice d'un camion, Asma. La police aux trousses, les trois femmes se lancent dans une cavale dangereuse à travers l’Atlas, ses roches rouges et ses déserts brûlants...",83,Drame,Long métrage," France, Maroc, Belgique, Pays-Bas",Tout public,Yasmine Benkiran,"3,6","3,5",Reines,
"Malcolm McDowell,Helen Mirren,Peter O'Toole",19 juin 2024,"Rome, 37 de notre ère. Après avoir assassiné son grand-père adoptif, l'empereur Tibère, Caligula s'empare du pouvoir et commence à démanteler l'Empire romain de l'intérieur. 40 ans après sa sortie, le film culte Caligula refait surface avec un nouveau montage inédit explorant la décadence du pouvoir à travers la corruption, la folie et la dépravation.",178,"Drame,Historique","Anglais, Italien"," Italie, U.S.A.",Interdit - 16 ans,Tinto Brass,"3,5","3,2",Caligula - The Ultimate Cut,Caligola
"Dany Boon,Jérôme Commandeur,Claire Chust",21 février 2024,"Saviez-vous qu’au 17e siècle, les animaux pouvaient être jugés pour avoir commis un crime ?",100,Comédie,-, France,,Fred Cavayé,"2,3",,Les Chèvres !,
"Théo Christine,Sofia Lesaffre,Jérôme Niel",27 décembre 2023,"Face à une invasion d'araignées, les habitants d'un immeuble vont devoir survivre.",106,Epouvante-horreur,-, France,Interdit - 12 ans,Sébastien Vaniček,"3,6","3,6",Vermines,
"Emily Blunt,John Krasinski,Millicent Simmonds",20 juin 2018,"Une famille tente de survivre sous la menace de mystérieuses créatures qui attaquent au moindre bruit. S’ils vous entendent, il est déjà trop tard.",90,"Epouvante-horreur,Thriller",-, U.S.A.,Interdit - 12 ans,John Krasinski,"3,7","3,7",Sans un bruit,A Quiet Place
"Lambert Wilson,Isabelle Carré,Olivier Gourmet",4 mars 2020,"Mai 1940. La guerre s’intensifie, l’armée française s’effondre, les Allemands seront bientôt à Paris. La panique gagne le gouvernement qui envisage d’accepter la défaite. Un homme, Charles de Gaulle, fraîchement promu général, veut infléchir le cours de l’Histoire. Sa femme, Yvonne de Gaulle, est son premier soutien, mais très vite les évènements les séparent. Yvonne et ses enfants se lancent sur les routes de l’exode. Charles rejoint Londres. Il veut faire entendre une autre voix : celle de la Résistance.",109,"Biopic,Historique,Guerre",-, France,,Gabriel Le Bomin,"3,1","3,1",De Gaulle,
"Kingsley Ben-Adir,Lashana Lynch,James Norton",14 février 2024,Bob Marley: One Love célèbre la vie et la musique d'une icône qui a inspiré des générations à travers son message d'amour et d'unité.,107,"Biopic,Drame",-, U.S.A.,,Reinaldo Marcus Green,"2,6","3,4",Bob Marley: One Love,
"Ralph Fiennes,Anya Taylor-Joy,Nicholas Hoult",23 novembre 2022,"Un couple se rend sur une île isolée pour dîner dans un des restaurants les plus en vogue du moment, en compagnie d’autres invités triés sur le volet. Le savoureux menu concocté par le chef va leur réserver des surprises aussi étonnantes que radicales...",108,Thriller,-, U.S.A.,Interdit - 12 ans,Mark Mylod,"2,8","3,3",Le Menu,The Menu
"Daisy Edgar-Jones,Taylor John Smith,Harris Dickinson",17 août 2022,"Kya, une petite fille abandonnée, a grandi seule dans les dangereux marécages de Caroline du Nord. Pendant des années, les rumeurs les plus folles ont couru sur la ""Fille des Marais"" de Barkley Cove, isolant encore davantage la sensible et résiliente Kya de la communauté. Sa rencontre avec deux jeunes hommes de la ville lui ouvre un monde nouveau et effrayant ; mais lorsque l'un d'eux est retrouvé mort, toute la communauté la considère immédiatement comme la principale suspecte. A mesure que la vérité sur les événements se dessine, les réponses menacent de révéler les nombreux secrets enfouis dans les marécages.",125,"Drame,Thriller",-, U.S.A.,,Olivia Newman,"2,6","4,0",Là où chantent les écrevisses,Where The Crawdads Sing
"Josiane Balasko,Mathilde Seigner,Marina Foïs",9 mai 2012,"Alice, femme au foyer sans enfant, apprend à sa soeur Sandrine que leur mère, dont elles sont sans nouvelles depuis vingt ans, vient vivre à Paris. Alice lui a trouvé un petit appartement et l'accueille à la gare, sans recevoir un quelconque merci de la part de celle qui n'a jamais manqué une occasion de la rabrouer. Sandrine, elle, ne pardonne pas à sa mère son silence .",88,Comédie dramatique,-, France,,Alexandra Leclère,"2,6","2,4",Maman,
"Michael Caine,Glenda Jackson,Danielle Vitalis",6 juin 2024,D'après l'histoire authentique du vétéran britannique Bernard Jordan qui s'est évadé de sa maison de retraite en juin 2014 afin de pouvoir rejoindre ses camarades de combat lors des cérémonies organisées pour célébrer le 70e anniversaire du Débarquement des forces alliées en Normandie. 48 heures de cavale qui coïncidaient par ailleurs avec ses 60 ans de mariage avec son épouse.,97,"Biopic,Drame",Anglais, Grande-Bretagne,,Oliver Parker,"3,6",,The Great Escaper,
"Mel Gibson,Joaquin Phoenix,Rory Culkin",16 octobre 2002,"A Bucks County, en Pennsylvanie. Après la perte de sa femme, Graham Hess a rendu sa charge de pasteur. Tout en s'occupant de sa ferme, il tente d'élever de son mieux ses deux enfants, Morgan et Bo. Son jeune frère Merrill, une ancienne gloire du ",105,"Drame,Fantastique,Science Fiction",Anglais, U.S.A.,,M. Night Shyamalan,"3,4","3,2",Signes,Signs
"Didier Bourdon,Hakim Jemili,Camille Lou",20 décembre 2023,"Dans un village sans histoire, une maison de rêve en pleine nature est à vendre. Pour Simon et Adelaïde, à l’étroit dans leur appartement parisien avec leurs deux enfants, c’est l’occasion idéale de faire le grand saut et de quitter l’enfer de la ville. Mais le rêve se transforme rapidement en cauchemar quand ils réalisent que leurs si sympathiques voisins utilisent leur jardin… comme terrain de chasse ! Entre voisins, la guerre est déclarée et tous les coups (bas) sont permis !",101,Comédie,-, France,,Antonin Fourlon,"3,0","3,2",Chasse gardée,
"Kevin Hart,Nathalie Emmanuel,Ben Schwartz",30 mai 2024,"Hart prévoit un film d'action innovant avec des scènes non scénarisées et inattendues pour consolider son héritage. Cependant, un angle mort le conduit à devenir victime d'un complot vengeur de son passé.",92,"Action,Comédie",-, U.S.A.,,Eric Appel,"2,0",,Die Hart 2: Die Harter,
"Ilda Patpro Krahô,Francisco Hỳjnõ Krahô,Solane Tehtikwỳj Krahô",1 mai 2024,"A travers les yeux de sa fille, Patpro va parcourir trois époques de l’histoire de son peuple indigène, au cœur de la forêt brésilienne. Inlassablement persécutés, mais guidés par leurs rites ancestraux, leur amour de la nature et leur combat pour préserver leur liberté, les Krahô n’ont de cesse d’inventer de nouvelles formes de résistance.",123,Drame,Portugais," Brésil, Portugal",Tout public,João Salaviza,"3,9","3,6",La Fleur de Buriti,Crowrã
"Bastien Bouillon,Léa Drucker,Pierre Lottin",8 mai 2024,"Rochebrune est au bord du chaos. Johnny, leader du mouvement de protestation de la ville, a disparu après avoir braqué un fourgon. Lorsque Paul Ligre apprend la nouvelle, il revient dans la ville qui l’a vu grandir pour retrouver son ami d’enfance avant la police. Seulement, l’enquête d’Anna Werner la mène inéluctablement vers le secret qui unit Paul et Johnny…",106,Policier,-, France,Tout public,Baptiste Debraux,"2,2","3,1",Un homme en fuite,
